count,age,sex,race,intent,year
1,78,M,Native American/Native Alaskan,Homicide,2013
4,58,M,White,Accidental,2014
1,63,M,White,Undetermined,2014
5,19,M,Native American/Native Alaskan,Homicide,2014
1,28,F,Native American/Native Alaskan,Homicide,2014
372,53,M,White,Suicide,2012
177,33,M,White,Suicide,2013
12,61,M,Black,Homicide,2013
11,82,F,White,Suicide,2014
42,60,F,White,Suicide,2012
6,52,F,Black,Homicide,2013
4,40,M,Asian/Pacific Islander,Homicide,2014
320,21,M,Black,Homicide,2012
15,30,F,Black,Homicide,2012
199,29,M,White,Suicide,2013
24,22,F,White,Suicide,2013
206,72,M,White,Suicide,2014
13,79,F,White,Suicide,2014
36,26,M,Hispanic,Suicide,2014
1,17,F,Hispanic,Suicide,2014
2,24,M,Hispanic,Undetermined,2012
3,19,M,Hispanic,Accidental,2012
2,65,M,White,Undetermined,2014
1,78,M,White,Undetermined,2012
1,69,F,White,Undetermined,2012
1,52,F,White,Accidental,2014
2,64,M,White,Undetermined,2014
2,81,M,White,Accidental,2012
2,18,M,Native American/Native Alaskan,Homicide,2014
3,25,F,Native American/Native Alaskan,Homicide,2014
6,61,M,White,Accidental,2014
323,50,M,White,Suicide,2012
21,58,M,Black,Homicide,2013
2,46,F,Asian/Pacific Islander,Homicide,2014
1,57,F,White,Undetermined,2014
44,59,F,White,Suicide,2012
5,51,F,Black,Homicide,2013
1,39,M,Asian/Pacific Islander,Homicide,2014
354,22,M,Black,Homicide,2012
20,29,F,Black,Homicide,2012
1,84,M,Asian/Pacific Islander,Homicide,2012
189,30,M,White,Suicide,2013
30,21,F,White,Suicide,2013
254,71,M,White,Suicide,2014
9,80,F,White,Suicide,2014
6,68,M,Hispanic,Suicide,2013
30,25,M,Hispanic,Suicide,2014
1,18,F,Hispanic,Suicide,2014
1,23,M,Hispanic,Undetermined,2012
1,20,M,Hispanic,Accidental,2012
6,66,M,White,Undetermined,2014
1,70,F,White,Undetermined,2012
3,60,M,White,Accidental,2014
1,56,F,White,Undetermined,2014
3,82,M,White,Accidental,2012
2,53,F,White,Accidental,2014
4,17,M,Native American/Native Alaskan,Homicide,2014
1,26,F,Native American/Native Alaskan,Homicide,2014
53,58,F,White,Suicide,2012
10,50,F,Black,Homicide,2013
1,38,M,Asian/Pacific Islander,Homicide,2014
344,51,M,White,Suicide,2012
13,59,M,Black,Homicide,2013
2,47,F,Asian/Pacific Islander,Homicide,2014
21,32,M,Hispanic,Suicide,2014
5,23,F,Hispanic,Suicide,2014
16,28,F,Black,Homicide,2012
327,19,M,Black,Homicide,2012
177,27,M,White,Suicide,2013
20,20,F,White,Suicide,2013
25,66,F,White,Suicide,2012
5,65,M,Black,Homicide,2013
250,70,M,White,Suicide,2014
13,77,F,White,Suicide,2014
4,21,M,Hispanic,Accidental,2012
3,73,M,Hispanic,Suicide,2013
1,71,F,White,Undetermined,2012
1,75,M,White,Accidental,2012
4,24,M,Native American/Native Alaskan,Homicide,2014
1,31,F,Native American/Native Alaskan,Homicide,2014
3,57,F,Black,Homicide,2013
4,58,M,White,Undetermined,2014
3,63,M,White,Accidental,2014
3,54,F,White,Accidental,2014
1,51,F,White,Undetermined,2014
336,56,M,White,Suicide,2012
7,64,M,Black,Homicide,2013
4,37,M,Asian/Pacific Islander,Homicide,2014
16,33,M,Hispanic,Suicide,2014
20,31,M,Hispanic,Suicide,2014
1,24,F,Hispanic,Suicide,2014
296,20,M,Black,Homicide,2012
16,27,F,Black,Homicide,2012
193,28,M,White,Suicide,2013
22,19,F,White,Suicide,2013
36,65,F,White,Suicide,2012
6,66,M,Black,Homicide,2013
219,69,M,White,Suicide,2014
12,78,F,White,Suicide,2014
2,22,M,Hispanic,Accidental,2012
1,79,M,White,Undetermined,2012
4,74,M,Hispanic,Suicide,2013
1,33,F,Native American/Native Alaskan,Homicide,2014
3,76,M,White,Accidental,2012
1,26,F,Hispanic,Undetermined,2012
6,23,M,Native American/Native Alaskan,Homicide,2014
331,57,M,White,Suicide,2012
2,55,F,White,Accidental,2014
1,50,F,White,Undetermined,2014
1,59,M,White,Undetermined,2014
6,62,M,White,Accidental,2014
37,64,F,White,Suicide,2012
1,56,F,Black,Homicide,2013
3,36,M,Asian/Pacific Islander,Homicide,2014
5,45,F,Asian/Pacific Islander,Homicide,2014
146,17,M,Black,Homicide,2012
25,26,F,Black,Homicide,2012
191,25,M,White,Suicide,2013
15,18,F,White,Suicide,2013
207,68,M,White,Suicide,2014
21,75,F,White,Suicide,2014
3,71,M,Hispanic,Suicide,2013
20,30,M,Hispanic,Suicide,2014
5,21,F,Hispanic,Suicide,2014
1,77,M,White,Accidental,2012
6,66,M,White,Accidental,2014
1,20,M,Hispanic,Undetermined,2012
1,23,M,Hispanic,Accidental,2012
1,53,F,White,Undetermined,2014
4,22,M,Native American/Native Alaskan,Homicide,2014
2,29,F,Native American/Native Alaskan,Homicide,2014
1,56,F,White,Accidental,2014
5,60,M,White,Undetermined,2014
353,54,M,White,Suicide,2012
8,62,M,Black,Homicide,2013
3,42,F,Asian/Pacific Islander,Homicide,2014
33,63,F,White,Suicide,2012
4,55,F,Black,Homicide,2013
1,35,M,Asian/Pacific Islander,Homicide,2014
268,18,M,Black,Homicide,2012
25,25,F,Black,Homicide,2012
217,26,M,White,Suicide,2013
11,17,F,White,Suicide,2013
274,67,M,White,Suicide,2014
11,76,F,White,Suicide,2014
5,72,M,Hispanic,Suicide,2013
16,29,M,Hispanic,Suicide,2014
6,22,F,Hispanic,Suicide,2014
1,78,M,White,Accidental,2012
4,65,M,White,Accidental,2014
2,24,M,Hispanic,Accidental,2012
2,61,M,White,Undetermined,2014
2,81,M,White,Undetermined,2012
1,21,M,Native American/Native Alaskan,Homicide,2014
5,64,M,White,Accidental,2014
2,52,F,White,Undetermined,2014
42,62,F,White,Suicide,2012
4,54,F,Black,Homicide,2013
3,34,M,Asian/Pacific Islander,Homicide,2014
367,55,M,White,Suicide,2012
9,63,M,Black,Homicide,2013
1,57,F,White,Accidental,2014
2,68,M,White,Undetermined,2012
1,21,F,Hispanic,Undetermined,2012
3,71,M,White,Accidental,2012
1,80,F,White,Accidental,2012
1,30,M,Hispanic,Undetermined,2012
17,73,F,White,Suicide,2014
3,77,M,Hispanic,Suicide,2013
1,49,M,Asian/Pacific Islander,Homicide,2014
19,20,M,Hispanic,Suicide,2014
168,31,M,Black,Homicide,2012
24,24,F,Black,Homicide,2012
233,23,M,White,Suicide,2013
47,32,F,White,Suicide,2013
70,53,F,White,Suicide,2012
25,33,F,White,Suicide,2013
1,61,F,Black,Homicide,2013
141,82,M,White,Suicide,2014
308,60,M,White,Suicide,2012
30,52,M,Black,Homicide,2013
1,40,F,Asian/Pacific Islander,Homicide,2014
1,54,M,Hispanic,Accidental,2013
5,51,M,White,Accidental,2014
2,54,M,White,Undetermined,2014
4,28,M,Native American/Native Alaskan,Homicide,2014
1,19,F,Native American/Native Alaskan,Homicide,2014
2,67,M,White,Undetermined,2012
2,26,M,Hispanic,Accidental,2012
1,17,F,Hispanic,Accidental,2012
3,72,M,White,Accidental,2012
1,22,F,Hispanic,Undetermined,2012
1,29,M,Hispanic,Undetermined,2012
13,74,F,White,Suicide,2014
2,78,M,Hispanic,Suicide,2013
20,19,M,Hispanic,Suicide,2014
2,28,F,Hispanic,Suicide,2014
173,32,M,Black,Homicide,2012
19,23,F,Black,Homicide,2012
180,24,M,White,Suicide,2013
47,31,F,White,Suicide,2013
310,61,M,White,Suicide,2012
164,33,M,Black,Homicide,2012
29,53,M,Black,Homicide,2013
169,81,M,White,Suicide,2014
79,52,F,White,Suicide,2012
4,60,F,Black,Homicide,2013
1,62,F,White,Undetermined,2014
6,55,M,White,Undetermined,2014
6,50,M,White,Accidental,2014
2,27,M,Native American/Native Alaskan,Homicide,2014
1,32,M,Hispanic,Undetermined,2012
1,27,M,Hispanic,Accidental,2012
1,66,F,White,Undetermined,2014
2,70,M,White,Undetermined,2012
194,29,M,Black,Homicide,2012
34,22,F,Black,Homicide,2012
1,73,M,White,Accidental,2012
189,21,M,White,Suicide,2013
30,30,F,White,Suicide,2013
151,80,M,White,Suicide,2014
25,71,F,White,Suicide,2014
3,75,M,Hispanic,Suicide,2013
18,18,M,Hispanic,Suicide,2014
6,25,F,Hispanic,Suicide,2014
350,58,M,White,Suicide,2012
40,50,M,Black,Homicide,2013
71,51,F,White,Suicide,2012
2,59,F,Black,Homicide,2013
2,47,M,Asian/Pacific Islander,Homicide,2014
1,56,M,Hispanic,Accidental,2013
1,33,M,Hispanic,Undetermined,2012
11,53,M,White,Accidental,2014
2,31,M,Hispanic,Undetermined,2012
1,19,F,Hispanic,Accidental,2012
1,69,M,White,Undetermined,2012
30,21,F,Black,Homicide,2012
186,30,M,Black,Homicide,2012
2,74,M,White,Accidental,2012
213,22,M,White,Suicide,2013
39,29,F,White,Suicide,2013
170,79,M,White,Suicide,2014
27,72,F,White,Suicide,2014
4,76,M,Hispanic,Suicide,2013
10,17,M,Hispanic,Suicide,2014
4,26,F,Hispanic,Suicide,2014
64,50,F,White,Suicide,2012
4,58,F,Black,Homicide,2013
1,46,M,Asian/Pacific Islander,Homicide,2014
1,57,M,White,Undetermined,2014
305,59,M,White,Suicide,2012
34,51,M,Black,Homicide,2013
1,39,F,Asian/Pacific Islander,Homicide,2014
1,52,M,Hispanic,Undetermined,2013
4,52,M,White,Accidental,2014
4,25,M,Native American/Native Alaskan,Homicide,2014
3,72,M,White,Undetermined,2012
4,67,M,White,Accidental,2012
3,33,M,Native American/Native Alaskan,Homicide,2014
31,24,M,Hispanic,Suicide,2014
1,31,F,Hispanic,Suicide,2014
209,27,M,Black,Homicide,2012
27,20,F,Black,Homicide,2012
144,19,M,White,Suicide,2013
36,28,F,White,Suicide,2013
235,65,M,White,Suicide,2012
2,66,F,Black,Homicide,2013
34,69,F,White,Suicide,2014
155,78,M,White,Suicide,2014
241,64,M,White,Suicide,2012
21,56,M,Black,Homicide,2013
1,36,F,Asian/Pacific Islander,Homicide,2014
7,81,M,Hispanic,Suicide,2013
1,45,M,Asian/Pacific Islander,Homicide,2014
5,32,M,Native American/Native Alaskan,Homicide,2014
58,57,F,White,Suicide,2012
2,50,M,White,Undetermined,2014
4,55,M,White,Accidental,2014
1,62,F,White,Accidental,2014
3,30,M,Hispanic,Accidental,2012
6,68,M,White,Accidental,2012
27,23,M,Hispanic,Suicide,2014
1,32,F,Hispanic,Suicide,2014
228,28,M,Black,Homicide,2012
30,19,F,Black,Homicide,2012
143,20,M,White,Suicide,2013
35,27,F,White,Suicide,2013
201,66,M,White,Suicide,2012
1,65,F,Black,Homicide,2013
159,77,M,White,Suicide,2014
32,70,F,White,Suicide,2014
59,56,F,White,Suicide,2012
1,64,F,Black,Homicide,2013
2,44,M,Asian/Pacific Islander,Homicide,2014
1,37,F,Asian/Pacific Islander,Homicide,2014
2,82,M,Hispanic,Suicide,2013
4,33,F,Hispanic,Suicide,2014
2,31,M,Native American/Native Alaskan,Homicide,2014
1,24,F,Native American/Native Alaskan,Homicide,2014
24,57,M,Black,Homicide,2013
1,63,F,White,Accidental,2014
1,58,F,White,Undetermined,2014
4,54,M,White,Accidental,2014
2,51,M,White,Undetermined,2014
5,69,M,White,Accidental,2012
1,78,F,White,Accidental,2012
2,65,F,White,Accidental,2014
1,31,M,Hispanic,Accidental,2012
263,25,M,Black,Homicide,2012
24,18,F,Black,Homicide,2012
19,26,F,White,Suicide,2013
102,17,M,White,Suicide,2013
1,88,F,Asian/Pacific Islander,Homicide,2012
143,76,M,White,Suicide,2014
33,67,F,White,Suicide,2014
3,79,M,Hispanic,Suicide,2013
40,22,M,Hispanic,Suicide,2014
7,29,F,Hispanic,Suicide,2014
225,62,M,White,Suicide,2012
21,54,M,Black,Homicide,2013
57,55,F,White,Suicide,2012
1,63,F,Black,Homicide,2013
2,43,M,Asian/Pacific Islander,Homicide,2014
7,57,M,White,Accidental,2014
1,80,F,Native American/Native Alaskan,Homicide,2013
6,30,M,Native American/Native Alaskan,Homicide,2014
1,21,F,Native American/Native Alaskan,Homicide,2014
1,52,M,Hispanic,Accidental,2013
6,52,M,White,Undetermined,2014
2,70,M,White,Accidental,2012
2,66,F,White,Accidental,2014
1,27,M,Hispanic,Undetermined,2012
236,26,M,Black,Homicide,2012
11,17,F,Black,Homicide,2012
123,18,M,White,Suicide,2013
29,25,F,White,Suicide,2013
182,75,M,White,Suicide,2014
28,68,F,White,Suicide,2014
4,80,M,Hispanic,Suicide,2013
1,30,F,Hispanic,Suicide,2014
22,21,M,Hispanic,Suicide,2014
68,54,F,White,Suicide,2012
3,62,F,Black,Homicide,2013
1,42,M,Asian/Pacific Islander,Homicide,2014
264,63,M,White,Suicide,2012
19,55,M,Black,Homicide,2013
2,35,F,Asian/Pacific Islander,Homicide,2014
1,33,M,Hispanic,Accidental,2012
3,53,M,White,Undetermined,2014
1,29,M,Native American/Native Alaskan,Homicide,2014
6,56,M,White,Accidental,2014
1,29,M,Native American/Native Alaskan,Suicide,2012
1,22,F,Native American/Native Alaskan,Suicide,2012
1,52,F,Black,Undetermined,2013
1,44,F,Asian/Pacific Islander,Accidental,2014
1,35,F,Asian/Pacific Islander,Suicide,2012
1,58,M,Hispanic,Homicide,2013
16,63,M,White,Homicide,2014
3,42,M,Asian/Pacific Islander,Suicide,2012
2,51,F,Hispanic,Homicide,2013
12,54,F,White,Homicide,2014
90,21,M,Hispanic,Homicide,2012
3,30,F,Hispanic,Homicide,2012
9,68,F,White,Homicide,2012
5,75,M,White,Homicide,2012
2,67,M,Black,Suicide,2013
1,14,F,Asian/Pacific Islander,Suicide,2013
35,26,M,Black,Suicide,2014
2,50,M,Native American/Native Alaskan,Suicide,2013
1,59,F,Native American/Native Alaskan,Suicide,2013
2,24,M,Black,Undetermined,2012
2,19,M,Black,Accidental,2012
2,30,M,Native American/Native Alaskan,Suicide,2012
4,43,M,Asian/Pacific Islander,Suicide,2012
2,50,F,Hispanic,Homicide,2013
14,55,F,White,Homicide,2014
7,59,M,Hispanic,Homicide,2013
20,62,M,White,Homicide,2014
1,23,M,Native American/Native Alaskan,Accidental,2014
86,22,M,Hispanic,Homicide,2012
3,29,F,Hispanic,Homicide,2012
4,67,F,White,Homicide,2012
5,76,M,White,Homicide,2012
6,68,M,Black,Suicide,2013
32,25,M,Black,Suicide,2014
2,18,F,Black,Suicide,2014
1,51,M,Native American/Native Alaskan,Suicide,2013
2,23,M,Black,Undetermined,2012
6,20,M,Black,Accidental,2012
3,24,F,Native American/Native Alaskan,Suicide,2012
5,31,M,Native American/Native Alaskan,Suicide,2012
4,44,M,Asian/Pacific Islander,Suicide,2012
11,56,F,White,Homicide,2014
3,60,M,Hispanic,Homicide,2013
6,33,F,Hispanic,Homicide,2012
2,53,F,Hispanic,Homicide,2013
1,37,F,Asian/Pacific Islander,Suicide,2012
1,16,F,Asian/Pacific Islander,Suicide,2013
25,28,M,Black,Suicide,2014
2,19,F,Black,Suicide,2014
78,23,M,Hispanic,Homicide,2012
5,32,F,Hispanic,Homicide,2012
3,77,M,White,Homicide,2012
4,70,F,White,Homicide,2012
7,69,M,Black,Suicide,2013
20,66,M,White,Homicide,2014
2,52,M,Native American/Native Alaskan,Suicide,2013
2,17,M,Black,Accidental,2012
1,22,M,Black,Undetermined,2012
4,32,M,Native American/Native Alaskan,Suicide,2012
1,23,F,Native American/Native Alaskan,Suicide,2012
15,57,F,White,Homicide,2014
1,36,F,Asian/Pacific Islander,Suicide,2012
12,64,M,White,Homicide,2014
2,52,F,Hispanic,Homicide,2013
4,61,M,Hispanic,Homicide,2013
2,45,M,Asian/Pacific Islander,Suicide,2012
30,27,M,Black,Suicide,2014
61,24,M,Hispanic,Homicide,2012
5,31,F,Hispanic,Homicide,2012
5,78,M,White,Homicide,2012
5,69,F,White,Homicide,2012
3,70,M,Black,Suicide,2013
12,65,M,White,Homicide,2014
1,60,F,Native American/Native Alaskan,Suicide,2013
5,18,M,Black,Accidental,2012
1,33,M,Native American/Native Alaskan,Suicide,2012
5,53,M,Native American/Native Alaskan,Suicide,2013
1,21,M,Black,Undetermined,2012
3,25,M,Native American/Native Alaskan,Suicide,2012
2,62,M,Hispanic,Homicide,2013
19,59,M,White,Homicide,2014
1,55,F,Hispanic,Homicide,2013
2,46,M,Asian/Pacific Islander,Suicide,2012
15,50,F,White,Homicide,2014
46,17,M,Hispanic,Homicide,2012
6,26,F,Hispanic,Homicide,2012
2,72,F,White,Homicide,2012
3,79,M,White,Homicide,2012
6,71,M,Black,Suicide,2013
3,21,F,Black,Suicide,2014
22,30,M,Black,Suicide,2014
2,20,M,Black,Undetermined,2012
2,23,M,Black,Accidental,2012
1,32,F,Black,Accidental,2012
1,54,M,Native American/Native Alaskan,Suicide,2013
4,26,M,Native American/Native Alaskan,Suicide,2012
3,47,M,Asian/Pacific Islander,Suicide,2012
2,54,F,Hispanic,Homicide,2013
15,51,F,White,Homicide,2014
5,63,M,Hispanic,Homicide,2013
24,58,M,White,Homicide,2014
85,18,M,Hispanic,Homicide,2012
7,25,F,Hispanic,Homicide,2012
5,80,M,White,Homicide,2012
6,71,F,White,Homicide,2012
9,72,M,Black,Suicide,2013
21,29,M,Black,Suicide,2014
5,22,F,Black,Suicide,2014
1,24,M,Black,Accidental,2012
2,55,M,Native American/Native Alaskan,Suicide,2013
1,58,M,Black,Accidental,2013
1,41,F,Asian/Pacific Islander,Suicide,2012
7,27,M,Native American/Native Alaskan,Suicide,2012
1,20,F,Native American/Native Alaskan,Suicide,2012
23,61,M,White,Homicide,2014
20,33,M,Black,Suicide,2014
5,48,M,Asian/Pacific Islander,Suicide,2012
12,52,F,White,Homicide,2014
1,64,M,Hispanic,Homicide,2013
2,65,M,Hispanic,Homicide,2013
1,85,F,Asian/Pacific Islander,Suicide,2014
1,23,F,Black,Suicide,2014
17,32,M,Black,Suicide,2014
89,19,M,Hispanic,Homicide,2012
7,28,F,Hispanic,Homicide,2012
6,21,M,Black,Accidental,2012
2,74,F,White,Homicide,2012
2,73,M,Black,Suicide,2013
1,56,M,Native American/Native Alaskan,Suicide,2013
1,55,F,Black,Undetermined,2013
1,59,M,Black,Accidental,2013
3,28,M,Native American/Native Alaskan,Suicide,2012
4,82,M,White,Homicide,2012
1,81,F,Black,Suicide,2013
13,53,F,White,Homicide,2014
26,60,M,White,Homicide,2014
1,56,F,Hispanic,Homicide,2013
1,66,M,Hispanic,Homicide,2013
2,57,M,Native American/Native Alaskan,Suicide,2013
3,49,M,Asian/Pacific Islander,Suicide,2012
30,31,M,Black,Suicide,2014
96,20,M,Hispanic,Homicide,2012
10,27,F,Hispanic,Homicide,2012
5,22,M,Black,Accidental,2012
4,73,F,White,Homicide,2012
1,29,F,Black,Accidental,2012
6,74,M,Black,Suicide,2013
3,17,M,Black,Undetermined,2012
1,43,F,Asian/Pacific Islander,Suicide,2012
13,50,M,Hispanic,Homicide,2013
26,55,M,White,Homicide,2014
3,34,M,Asian/Pacific Islander,Suicide,2012
1,59,F,Hispanic,Homicide,2013
9,62,F,White,Homicide,2014
7,21,M,Native American/Native Alaskan,Suicide,2012
1,30,F,Native American/Native Alaskan,Suicide,2012
1,58,M,Native American/Native Alaskan,Suicide,2013
1,32,M,Black,Undetermined,2012
2,20,F,Black,Accidental,2012
1,27,M,Black,Accidental,2012
74,29,M,Hispanic,Homicide,2012
11,22,F,Hispanic,Homicide,2012
9,67,M,White,Homicide,2012
6,76,F,White,Homicide,2012
2,75,M,Black,Suicide,2013
1,68,F,Black,Suicide,2013
5,25,F,Black,Suicide,2014
16,18,M,Black,Suicide,2014
3,35,M,Asian/Pacific Islander,Suicide,2012
1,57,M,Black,Accidental,2013
3,63,F,White,Homicide,2014
1,42,F,Asian/Pacific Islander,Suicide,2012
19,51,M,Hispanic,Homicide,2013
37,54,M,White,Homicide,2014
6,22,M,Native American/Native Alaskan,Suicide,2012
2,59,M,Native American/Native Alaskan,Suicide,2013
1,31,M,Black,Undetermined,2012
2,28,M,Black,Accidental,2012
46,30,M,Hispanic,Homicide,2012
8,21,F,Hispanic,Homicide,2012
18,68,M,White,Homicide,2012
1,75,F,White,Homicide,2012
1,67,F,Black,Suicide,2013
1,76,M,Black,Suicide,2013
1,14,M,Asian/Pacific Islander,Suicide,2013
3,26,F,Black,Suicide,2014
8,17,M,Black,Suicide,2014
1,87,M,Asian/Pacific Islander,Suicide,2014
3,36,M,Asian/Pacific Islander,Suicide,2012
9,64,F,White,Homicide,2014
7,52,M,Hispanic,Homicide,2013
1,61,F,Hispanic,Homicide,2013
5,23,M,Native American/Native Alaskan,Suicide,2012
1,51,M,Black,Undetermined,2013
1,54,M,Black,Accidental,2013
27,57,M,White,Homicide,2014
1,60,M,Native American/Native Alaskan,Suicide,2013
1,33,F,Native American/Native Alaskan,Suicide,2012
2,25,M,Black,Accidental,2012
2,15,M,Asian/Pacific Islander,Suicide,2013
20,20,M,Black,Suicide,2014
47,31,M,Hispanic,Homicide,2012
7,24,F,Hispanic,Homicide,2012
13,69,M,White,Homicide,2012
7,78,F,White,Homicide,2012
6,77,M,Black,Suicide,2013
1,70,F,Black,Suicide,2013
8,65,F,White,Homicide,2014
1,44,F,Asian/Pacific Islander,Suicide,2012
30,56,M,White,Homicide,2014
47,33,M,Hispanic,Homicide,2012
10,53,M,Hispanic,Homicide,2013
3,37,M,Asian/Pacific Islander,Suicide,2012
6,24,M,Native American/Native Alaskan,Suicide,2012
2,50,M,Black,Undetermined,2013
1,26,M,Black,Accidental,2012
2,29,M,Black,Undetermined,2012
1,22,F,Black,Undetermined,2012
1,16,M,Asian/Pacific Islander,Suicide,2013
2,28,F,Black,Suicide,2014
13,19,M,Black,Suicide,2014
57,32,M,Hispanic,Homicide,2012
3,23,F,Hispanic,Homicide,2012
11,70,M,White,Homicide,2012
3,77,F,White,Homicide,2012
4,78,M,Black,Suicide,2013
9,66,F,White,Homicide,2014
1,47,F,Asian/Pacific Islander,Suicide,2012
4,54,M,Hispanic,Homicide,2013
42,51,M,White,Homicide,2014
3,38,M,Asian/Pacific Islander,Suicide,2012
2,57,M,Black,Undetermined,2013
1,63,F,Hispanic,Homicide,2013
11,58,F,White,Homicide,2014
1,61,F,Black,Accidental,2013
3,17,M,Native American/Native Alaskan,Suicide,2012
1,19,F,Black,Undetermined,2012
1,24,F,Black,Accidental,2012
1,31,M,Black,Accidental,2012
1,62,M,Native American/Native Alaskan,Suicide,2013
1,55,F,Native American/Native Alaskan,Suicide,2013
66,25,M,Hispanic,Homicide,2012
9,18,F,Hispanic,Homicide,2012
5,71,M,White,Homicide,2012
4,80,F,White,Homicide,2012
4,79,M,Black,Suicide,2013
45,22,M,Black,Suicide,2014
1,84,M,Asian/Pacific Islander,Suicide,2014
1,29,F,Black,Suicide,2014
6,39,M,Asian/Pacific Islander,Suicide,2012
1,62,F,Hispanic,Homicide,2013
12,59,F,White,Homicide,2014
4,55,M,Hispanic,Homicide,2013
34,50,M,White,Homicide,2014
5,18,M,Native American/Native Alaskan,Suicide,2012
2,27,M,Black,Undetermined,2012
1,63,M,Native American/Native Alaskan,Suicide,2013
72,26,M,Hispanic,Homicide,2012
2,17,F,Hispanic,Homicide,2012
8,79,F,White,Homicide,2012
7,72,M,White,Homicide,2012
2,80,M,Black,Suicide,2013
37,21,M,Black,Suicide,2014
2,30,F,Black,Suicide,2014
1,83,M,Asian/Pacific Islander,Suicide,2014
1,102,M,Black,Suicide,2012
6,82,F,White,Homicide,2012
3,81,M,Black,Suicide,2013
36,53,M,White,Homicide,2014
5,40,M,Asian/Pacific Islander,Suicide,2012
8,60,F,White,Homicide,2014
7,56,M,Hispanic,Homicide,2013
1,50,M,Black,Accidental,2013
1,65,M,Native American/Native Alaskan,Suicide,2013
1,47,M,Asian/Pacific Islander,Accidental,2014
6,19,M,Native American/Native Alaskan,Suicide,2012
1,28,F,Native American/Native Alaskan,Suicide,2012
3,29,M,Black,Accidental,2012
8,73,M,White,Homicide,2012
1,74,F,Black,Suicide,2013
1,17,F,Black,Undetermined,2012
1,64,M,Native American/Native Alaskan,Suicide,2013
47,24,M,Black,Suicide,2014
1,31,F,Black,Suicide,2014
76,27,M,Hispanic,Homicide,2012
5,20,F,Hispanic,Homicide,2012
4,81,F,White,Homicide,2012
2,82,M,Black,Suicide,2013
10,61,F,White,Homicide,2014
2,33,F,Black,Suicide,2014
43,52,M,White,Homicide,2014
1,64,F,Hispanic,Homicide,2013
3,66,M,Native American/Native Alaskan,Suicide,2013
5,57,M,Hispanic,Homicide,2013
6,41,M,Asian/Pacific Islander,Suicide,2012
2,51,M,Black,Accidental,2013
5,20,M,Native American/Native Alaskan,Suicide,2012
1,21,F,Black,Accidental,2012
5,30,M,Black,Accidental,2012
7,74,M,White,Homicide,2012
3,56,F,Native American/Native Alaskan,Suicide,2013
27,23,M,Black,Suicide,2014
5,32,F,Black,Suicide,2014
57,28,M,Hispanic,Homicide,2012
3,19,F,Hispanic,Homicide,2012
1,5,M,Hispanic,Homicide,2012
4,84,F,White,Homicide,2012
1,21,M,Asian/Pacific Islander,Suicide,2013
5,83,M,Black,Suicide,2013
2,34,M,Native American/Native Alaskan,Suicide,2013
1,3,M,Black,Accidental,2012
1,13,M,Native American/Native Alaskan,Suicide,2012
24,42,M,Hispanic,Homicide,2013
1,51,F,Asian/Pacific Islander,Suicide,2012
51,47,M,White,Homicide,2014
2,58,M,Asian/Pacific Islander,Suicide,2012
7,35,F,Hispanic,Homicide,2013
10,38,F,White,Homicide,2014
4,13,F,Hispanic,Homicide,2012
5,83,F,White,Homicide,2012
3,22,M,Asian/Pacific Islander,Suicide,2013
2,84,M,Black,Suicide,2013
2,29,F,Asian/Pacific Islander,Suicide,2013
2,79,M,Asian/Pacific Islander,Suicide,2014
1,49,M,Black,Accidental,2013
1,35,M,Native American/Native Alaskan,Suicide,2013
4,4,M,Black,Accidental,2012
5,59,M,Asian/Pacific Islander,Suicide,2012
6,34,F,Hispanic,Homicide,2013
12,39,F,White,Homicide,2014
16,43,M,Hispanic,Homicide,2013
24,46,M,White,Homicide,2014
4,23,M,Asian/Pacific Islander,Suicide,2013
1,32,F,Asian/Pacific Islander,Suicide,2013
2,12,M,Black,Suicide,2014
6,16,F,Hispanic,Homicide,2012
1,7,M,Hispanic,Homicide,2012
1,86,F,White,Homicide,2012
56,49,M,White,Homicide,2014
1,36,M,Native American/Native Alaskan,Suicide,2013
2,0,M,Black,Accidental,2012
2,15,M,Native American/Native Alaskan,Suicide,2012
1,34,F,Black,Undetermined,2013
1,60,M,Asian/Pacific Islander,Suicide,2012
12,40,F,White,Homicide,2014
25,44,M,Hispanic,Homicide,2013
3,37,F,Hispanic,Homicide,2013
1,53,F,Asian/Pacific Islander,Suicide,2012
2,33,F,Asian/Pacific Islander,Suicide,2013
7,24,M,Asian/Pacific Islander,Suicide,2013
1,31,F,Asian/Pacific Islander,Suicide,2013
1,11,M,Black,Suicide,2014
2,15,F,Hispanic,Homicide,2012
1,94,M,White,Homicide,2012
6,85,F,White,Homicide,2012
2,86,M,Black,Suicide,2013
4,2,M,Black,Accidental,2012
3,37,M,Native American/Native Alaskan,Suicide,2013
3,16,M,Native American/Native Alaskan,Suicide,2012
1,NA,M,White,Homicide,2014
1,42,M,Black,Undetermined,2013
17,41,F,White,Homicide,2014
1,52,F,Asian/Pacific Islander,Suicide,2012
41,48,M,White,Homicide,2014
7,36,F,Hispanic,Homicide,2013
14,45,M,Hispanic,Homicide,2013
3,61,M,Asian/Pacific Islander,Suicide,2012
2,1,M,Hispanic,Homicide,2012
1,88,F,White,Homicide,2012
1,17,M,Asian/Pacific Islander,Suicide,2013
2,76,M,Asian/Pacific Islander,Suicide,2014
5,14,M,Black,Suicide,2014
5,38,M,Native American/Native Alaskan,Suicide,2013
